 Time ; Magnitude ; Latitude ; Longitude ; Profondeur
2021-12-25T21:03:55.858100Z;1.50309944;-12.75567822;45.41030837;38.00390625
2021-12-25T20:09:26.752886Z;2.250184941;-12.83378871;45.6470249;35.16796875
2021-12-25T18:29:42.579972Z;2.438025136;-12.79993184;45.6080641;42.90234375
2021-12-25T12:16:38.357205Z;2.782566639;-12.75449706;45.50914376;46.5546875
2021-12-25T12:14:00.471755Z;2.103545813;-12.77903312;45.38116591;33.53515625
2021-12-25T01:09:43.240334Z;1.347424011;-12.79019623;45.34633606;32.99804688
2021-12-25T00:11:28.914134Z;1.211586977;-12.76316861;45.3341611;36.7578125
2021-12-24T22:30:31.125669Z;2.437460864;-12.78518006;45.55294112;40.58203125
2021-12-24T22:27:29.580034Z;0.5790855991;-12.8012881;45.39253139;21.9765625
2021-12-24T22:26:45.573178Z;1.640634851;-12.78515941;45.56590481;43.67578125
2021-12-24T09:08:04.531234Z;1.023262687;-12.76423253;45.32930094;35.85546875
2021-12-24T01:15:44.580594Z;0.3314984964;-12.78331513;45.33255648;32.16015625
2021-12-24T00:49:06.956552Z;1.904125032;-12.78961707;45.40062205;31.73046875
2021-12-23T20:45:07.880690Z;1.739395963;-12.76616694;45.50429976;41.95703125
2021-12-23T20:06:55.028499Z;0.4795769157;-12.8209682;45.31394795;25.82226562
2021-12-23T16:04:14.640878Z;2.786443568;-12.79572453;45.58860998;46.25390625
2021-12-23T14:49:44.420599Z;1.862592165;-12.77694341;45.34551482;37.91796875
2021-12-23T07:19:14.867482Z;1.965569878;-12.81565042;45.33663334;27.54101562
2021-12-23T03:25:06.535737Z;1.231548585;-12.81300761;45.32609709;28.37890625
2021-12-23T00:35:35.592468Z;1.485838875;-12.82834252;45.37392031;33.29882812
2021-12-22T22:57:26.185332Z;1.925346659;-12.86986823;45.6308868;34.82421875
2021-12-22T22:04:25.129609Z;1.569329926;-12.79975001;45.33175903;38.75585938
2021-12-22T21:33:34.815469Z;2.06649936;-12.76836595;45.44272926;40.66796875
2021-12-22T21:33:03.570611Z;1.780140065;-12.78729551;45.55618552;39.37890625
2021-12-22T02:25:04.645886Z;1.844272059;-12.81507941;45.38444208;31.90234375
2021-12-22T00:15:13.558371Z;0.9208907785;-12.78916328;45.30906396;24.49023438
2021-12-21T02:03:55.097655Z;2.063720904;-12.83070514;45.59353401;52.7421875
2021-12-20T23:40:10.491083Z;1.826567571;-12.80822975;45.33500683;38.36914062
2021-12-20T23:09:15.797268Z;1.087469455;-12.78542563;45.34552185;32.33203125
2021-12-20T12:59:41.027761Z;3.265271245;-12.82322858;45.62431403;40.32421875
2021-12-20T01:38:16.415035Z;1.976482385;-12.82635747;45.65187228;37.4453125
2021-12-19T22:30:42.191706Z;0.6547373214;-12.85957809;45.41690425;42.04296875
2021-12-19T20:07:28.402136Z;3.087867629;-12.816861;45.62754323;39.89453125
2021-12-19T18:38:39.354937Z;1.757453655;-12.78833761;45.56753062;43.4609375
2021-12-19T01:47:37.215488Z;2.509640504;-12.82534911;45.62431806;37.31640625
2021-12-18T23:16:20.112842Z;1.356803606;-12.81352094;45.34797613;35.66210938
2021-12-18T22:33:10.180714Z;0.7276532513;-12.83631343;45.35204722;24.51171875
2021-12-18T21:25:10.349063Z;2.487300469;-12.8338662;45.60488504;36.97265625
2021-12-18T21:12:16.410303Z;2.258850461;-12.81475823;45.6178153;39.80859375
2021-12-18T21:05:16.915777Z;0.9073886058;-12.79708736;45.34715207;34.8671875
2021-12-18T20:38:10.140492Z;1.99208191;-12.84649938;45.65353361;34.05078125
2021-12-18T16:37:58.483570Z;2.327947773;-12.8341929;45.35204541;39.46484375
2021-12-18T13:18:58.629181Z;1.479587037;-12.82570257;45.36176245;37.14453125
2021-12-18T02:00:19.721352Z;1.314210853;-12.84479288;45.35529614;35.94140625
2021-12-18T01:14:38.273156Z;1.398782799;-12.77666131;45.57561302;42.47265625
2021-12-18T00:19:29.869837Z;0.5681718627;-12.77912825;45.23856852;40.06640625
2021-12-17T22:04:56.147315Z;2.289217001;-12.78307458;45.54321497;39.37890625
2021-12-17T19:22:46.079005Z;1.247080711;-12.78749975;45.39737889;39.20703125
2021-12-17T09:54:01.258081Z;2.472770974;-12.80002897;45.54972418;48.40234375
2021-12-17T01:18:03.945788Z;1.084201785;-12.81937157;45.32286055;31.04296875
2021-12-17T00:29:54.595391Z;1.580327078;-12.82763983;45.52059567;37.91796875
2021-12-16T23:16:47.536436Z;0.7302945352;-12.81410643;45.2628928;40.7109375
2021-12-16T22:49:51.304007Z;1.069151036;-12.81726833;45.29692836;37.31640625
2021-12-16T21:33:19.170330Z;2.404570812;-12.80433687;45.50435477;42.98828125
2021-12-16T19:54:44.652595Z;0.9392248682;-12.79606287;45.29691473;34.82421875
2021-12-16T19:12:19.518450Z;1.133804064;-12.85751606;45.35530718;36.71484375
2021-12-16T01:19:35.779225Z;0.8203833782;-12.83631869;45.34556409;39.37890625
2021-12-16T00:33:48.262428Z;0.7728457472;-12.7578393;45.36818307;35.08203125
2021-12-15T23:29:52.334387Z;1.101657177;-12.80714572;45.36417679;35.91992188
2021-12-15T23:28:27.898829Z;0.5507420707;-12.79550647;45.33499679;31.53710938
2021-12-15T23:13:42.770617Z;0.7324399719;-12.82357638;45.36824337;33.53515625
2021-12-15T22:19:39.559090Z;1.253846966;-12.79868852;45.33337875;37.93945312
2021-12-15T22:05:31.922173Z;0.6217119628;-12.80440773;45.44925499;33.53515625
2021-12-15T21:06:29.432733Z;1.785646139;-12.79703407;45.40549139;36.0703125
2021-12-15T20:16:03.826185Z;2.179462212;-12.71280572;45.33331152;39.48632812
2021-12-15T19:25:23.603832Z;2.719576033;-12.77457219;45.55616464;48.74609375
2021-12-15T19:13:28.310250Z;2.431679524;-12.79245359;45.63884006;44.1484375
2021-12-15T18:54:52.188580Z;1.556759296;-12.78424485;45.46381434;34.8671875
2021-12-15T18:26:46.079999Z;1.572269733;-12.8237;45.352;34.91
2021-12-15T00:49:01.547711Z;1.454238278;-12.7923115;45.35281986;33.90039062
2021-12-15T00:32:15.153263Z;1.447693294;-12.82139078;45.43306897;30.26953125
2021-12-14T13:42:05.507057Z;1.715931478;-12.82569976;45.36500388;36.28515625
2021-12-14T00:13:45.385633Z;1.533986152;-12.87601472;45.41449087;35.49023438
2021-12-14T00:08:49.353013Z;1.392307148;-12.85110947;45.40392789;38.94921875
2021-12-13T19:43:32.275035Z;2.05140171;-12.80419561;45.59510728;45.05078125
2021-12-13T17:18:28.896422Z;1.8372257;-12.83411034;45.43632535;33.44921875
2021-12-13T15:29:51.186582Z;2.084437578;-12.84683353;45.43634036;39.80859375
2021-12-12T23:39:53.327183Z;1.609398117;-12.81299276;45.34554473;32.50390625
2021-12-12T18:04:57.562081Z;1.232950493;-12.82569404;45.37148674;35.94140625
2021-12-12T16:01:19.120743Z;1.532752173;-12.78544048;45.32607628;38.86328125
2021-12-12T13:23:32.444004Z;2.209097986;-12.78408592;45.5740053;43.6328125
2021-12-12T01:09:03.353450Z;1.554701341;-12.79572453;45.58860998;42.81640625
2021-12-11T22:00:07.791946Z;1.852786393;-12.857524;45.3455817;37.48828125
2021-12-11T20:40:46.726170Z;3.47324563;-12.78934617;45.59832167;43.84765625
2021-12-11T20:13:33.993286Z;1.718570119;-12.79710232;45.32770562;36.2421875
2021-12-11T11:06:14.977534Z;1.662149572;-12.76422766;45.33578227;36.02734375
2021-12-11T04:40:09.062008Z;3.062748137;-12.81051126;45.62104857;43.33203125
2021-12-11T01:44:41.876425Z;2.743179268;-12.77876013;45.58858002;45.73828125
2021-12-10T23:33:40.398161Z;0.6164807193;-12.82040535;45.35689567;31.171875
2021-12-10T22:02:40.008827Z;0.9921778918;-12.83944489;45.40553639;32.8046875
2021-12-10T21:58:54.257617Z;1.178038512;-12.78967433;45.33580243;27.00390625
2021-12-10T19:50:19.140857Z;1.271324813;-12.83418191;45.36501156;32.84765625
2021-12-10T03:25:55.144531Z;1.959639669;-12.84695584;45.29694745;41.52734375
2021-12-09T01:44:57.116954Z;2.439827757;-12.82634485;45.65835515;33.4921875
2021-12-09T00:37:56.447786Z;1.535487222;-12.82570257;45.36176245;36.02734375
2021-12-09T00:23:51.909970Z;1.371213231;-12.84684082;45.42985697;42.21484375
2021-12-08T21:42:39.206987Z;2.165155632;-12.79178986;45.34228613;39.20703125
2021-12-08T13:52:21.096556Z;2.875191028;-12.79780553;45.61130128;42.81640625
2021-12-07T23:31:45.305482Z;2.646951954;-12.8117287;45.52543363;40.109375
2021-12-07T22:51:18.868409Z;1.077750717;-12.77484004;45.32282748;32.67578125
2021-12-07T22:10:51.516892Z;1.595745531;-12.85961667;45.37800201;33.53515625
2021-12-07T21:26:06.908649Z;1.060333009;-12.80876885;45.32285267;31.98828125
2021-12-07T19:41:51.351029Z;1.458990465;-12.84268789;45.33584444;30.01171875
2021-12-07T19:26:14.145266Z;3.387954864;-12.81119259;45.52948438;41.03320312
2021-12-07T11:00:38.475257Z;1.98875377;-12.79167276;45.45896237;45.91015625
2021-12-06T23:47:23.873027Z;1.332129309;-12.75145026;45.39734178;36.71484375
2021-12-06T23:46:50.373379Z;1.930561231;-12.7830696;45.54645587;49.94921875
2021-12-06T22:37:15.165666Z;1.584241455;-12.82562449;45.43955678;31.98828125
2021-12-06T18:05:29.359114Z;2.280968102;-12.75554583;45.5172467;49.26171875
2021-12-06T17:10:44.170421Z;2.261143125;-12.7281542;45.36491564;38.08984375
2021-12-06T16:53:16.354651Z;2.18359314;-12.81087732;45.33906048;37.23046875
2021-12-06T13:38:06.670361Z;2.186693854;-12.73014788;45.48156616;44.10546875
2021-12-05T23:54:05.799867Z;1.72926539;-12.75883634;45.43137568;37.6171875
2021-12-05T23:49:34.270579Z;1.761619059;-12.80238209;45.35525935;45.05078125
2021-12-05T23:38:41.708680Z;1.649886433;-12.80659104;45.39091615;30.52734375
2021-12-05T23:35:53.559803Z;2.666363873;-12.79677649;45.59347345;41.5703125
2021-12-05T23:29:55.529480Z;1.841124118;-12.80128171;45.39901364;31.2578125
2021-12-05T23:24:41.976038Z;1.88389778;-12.80973678;45.42495228;27.4765625
2021-12-05T23:20:29.880362Z;1.579341153;-12.81776971;45.33825569;34.84570312
2021-12-05T23:18:37.112294Z;1.869945769;-12.72061986;45.47021283;39.5078125
2021-12-05T21:06:51.173382Z;1.310835483;-12.78966674;45.34552537;37.83203125
2021-12-05T18:38:11.774337Z;2.943168871;-12.81052299;45.6145661;40.32421875
2021-12-05T16:42:26.141578Z;2.193465049;-12.82221177;45.60000163;41.9140625
2021-12-05T13:18:23.129897Z;1.900965082;-12.80979428;45.36661011;34.1796875
2021-12-05T06:38:44.011558Z;1.520174271;-12.82677498;45.34717689;37.4453125
2021-12-05T01:41:48.657835Z;2.056930339;-12.81056281;45.59187743;42.21484375
2021-12-04T16:50:38.720071Z;1.799599335;-12.83418748;45.35852848;37.31640625
2021-12-04T07:01:32.127340Z;3.0826371;-12.81475823;45.6178153;38.17578125
2021-12-04T01:11:00.616209Z;1.455542304;-12.81935949;45.33906731;41.95703125
2021-12-03T18:31:39.799846Z;1.909236283;-12.81086961;45.34878422;36.88671875
2021-12-03T13:02:02.748508Z;1.565849672;-12.81778403;45.3188077;26.59570312
2021-12-03T11:59:24.077516Z;2.578233663;-12.81686696;45.62430192;39.63671875
2021-12-03T06:04:46.940213Z;1.078911828;-12.8468905;45.38123155;35.85546875
2021-12-03T05:52:23.238595Z;2.814090813;-12.82746369;45.62756355;36.19921875
2021-12-03T04:07:23.490655Z;2.48268146;-12.80841402;45.60807972;43.07421875
2021-12-02T21:35:21.074433Z;0.6139450273;-12.79179734;45.3325631;30.87109375
2021-12-02T21:33:44.695277Z;1.432656499;-12.84684795;45.42337358;34.22265625
2021-12-02T20:58:02.830106Z;1.430498034;-12.82829766;45.41930079;32.22460938
2021-12-02T16:57:00.211180Z;1.24142785;-12.81297932;45.36175109;35.94140625
2021-12-02T04:22:20.984287Z;1.366360034;-12.82149441;45.31962074;33.79296875
2021-12-01T21:53:27.511842Z;1.25004459;-12.82575248;45.29369238;33.44921875
2021-12-01T01:20:04.617980Z;1.314050823;-12.81502549;45.43630284;34.56640625
2021-11-30T23:36:24.677470Z;1.502569575;-12.79338343;45.33823614;34.54492188
2021-11-30T23:19:55.146675Z;0.6671830018;-12.81246198;45.34635461;39.14257812
2021-11-30T20:50:14.553828Z;1.591912678;-12.80845874;45.58215002;38.00390625
2021-11-30T19:28:18.550408Z;0.8592256527;-12.85539553;45.35530534;35.16796875
2021-11-30T18:06:08.847430Z;1.950055476;-12.82148253;45.33582764;35.59765625
2021-11-29T19:56:58.704686Z;1.975280148;-12.84895406;45.43634286;39.80859375
2021-11-29T16:31:22.096605Z;3.001316772;-12.8433091;45.65838966;32.2890625
2021-11-29T06:22:22.942083Z;2.65744599;-12.83906804;45.65838103;34.5234375
2021-11-28T23:54:41.377192Z;1.223703741;-12.7885648;45.39251853;33.8359375
2021-11-28T18:46:31.116098Z;3.004727153;-12.78937924;45.57887582;41.87109375
2021-11-28T18:33:48.527732Z;2.410265313;-12.82136822;45.45251722;33.27734375
2021-11-28T15:21:47.125241Z;1.893741428;-12.78751833;45.37793316;31.98828125
2021-11-28T03:20:39.614210Z;1.653515691;-12.86592194;45.43312095;33.70703125
2021-11-28T00:40:24.467002Z;1.327122375;-12.78859986;45.35362691;36.2421875
2021-11-27T21:34:27.938966Z;1.253096401;-12.78755624;45.33255979;37.66015625
2021-11-27T18:57:57.587543Z;1.16623386;-12.84690511;45.36502307;39.20703125
2021-11-27T16:21:42.114689Z;2.282856289;-12.83593378;45.63406291;37.57421875
2021-11-27T15:30:52.942117Z;1.600047998;-12.86489778;45.39907955;40.1953125
2021-11-27T13:15:58.518189Z;2.725697769;-12.80525867;45.59348859;41.9140625
2021-11-27T08:00:33.104107Z;2.438069086;-12.81264934;45.61132879;40.92578125
2021-11-27T00:21:35.873967Z;1.259356562;-12.82205561;45.2685693;32.35351562
2021-11-26T22:54:51.287308Z;3.457052164;-12.83380106;45.64054185;36.45703125
2021-11-26T22:48:39.849150Z;1.21409896;-12.80715667;45.35121199;34.50195312
2021-11-26T22:11:12.220239Z;1.227032413;-12.79390784;45.34552889;37.48828125
2021-11-26T05:19:02.868033Z;2.400402823;-12.83590924;45.64702913;38.77734375
2021-11-26T01:16:34.816187Z;1.430551308;-12.83843128;45.35529062;40.41015625
2021-11-25T20:39:42.069524Z;1.673430574;-12.79975478;45.32527681;38.11132812
2021-11-25T20:27:12.648771Z;0.9741489371;-12.80237095;45.36822391;30.87109375
2021-11-25T19:41:12.758067Z;1.764529647;-12.79813269;45.36497894;33.53515625
2021-11-25T18:29:07.176907Z;1.930456585;-12.80558452;45.32771208;39.8515625
2021-11-25T17:54:18.969012Z;2.58497311;-12.84649938;45.65353361;36.71484375
2021-11-25T16:09:35.867174Z;3.277726943;-12.81264353;45.61457005;39.55078125
2021-11-25T09:48:17.261608Z;1.777590337;-12.79604086;45.32932535;31.47265625
2021-11-24T22:31:18.091265Z;1.564799832;-12.85537262;45.38123976;38.69140625
2021-11-24T21:50:09.081781Z;0.45562283;-12.87655903;45.40071267;35.33984375
2021-11-24T21:45:05.381891Z;0.7390318173;-12.79444119;45.34147803;33.90039062
2021-11-24T20:40:02.889559Z;0.9859944541;-12.80237379;45.36498277;36.97265625
2021-11-24T19:27:32.885846Z;2.276872318;-12.76817909;45.57559847;47.97265625
2021-11-24T19:16:56.624910Z;1.195495404;-12.79443071;45.3544422;35.57617188
2021-11-24T18:49:44.758327Z;0.540591435;-12.74728594;45.3033643;36.45703125
2021-11-24T14:19:11.669620Z;1.873635764;-12.85218725;45.38609932;35.8984375
2021-11-24T00:39:51.530276Z;2.808336425;-12.82638225;45.63890654;37.9609375
2021-11-23T22:56:41.337223Z;1.330131948;-12.80661769;45.36174542;34.82421875
2021-11-23T20:45:32.921707Z;1.843798259;-12.7727074;45.33902976;37.57421875
2021-11-23T20:05:55.283805Z;2.019131855;-12.78305951;45.55293766;44.19140625
2021-11-23T19:04:36.679244Z;2.220549763;-12.83519027;45.41849809;34.8671875
2021-11-23T18:32:27.753559Z;1.939584537;-12.77482025;45.34875385;38.08984375
2021-11-22T20:13:20.368160Z;1.165276574;-12.81828207;45.36013516;34.8671875
2021-11-22T20:07:27.832469Z;1.968163323;-12.85922253;45.65355926;35.85546875
2021-11-22T19:16:18.463189Z;1.566033348;-12.84687811;45.39419833;38.51953125
2021-11-22T14:41:50.351973Z;1.634684681;-13.1110021;45.17867496;-0.1953125
2021-11-22T00:41:53.498276Z;1.509089647;-12.83787899;45.38041244;36.00585938
2021-11-22T00:40:20.222025Z;1.862926361;-12.79803043;45.46221151;36.19921875
2021-11-21T23:02:32.749785Z;1.595061042;-12.7725838;45.46217897;34.39453125
2021-11-21T22:39:30.478520Z;2.172908112;-12.76581496;45.33983438;35.79101562
2021-11-21T21:34:34.247776Z;1.51595051;-12.76581746;45.3365937;35.66210938
2021-11-21T20:26:53.468669Z;2.187389472;-12.82954764;45.64701646;36.02734375
2021-11-21T16:44:15.364356Z;3.083930105;-12.8179361;45.61944194;37.9609375
2021-11-21T00:12:24.640634Z;1.100009838;-12.75998405;45.33901952;39.55078125
2021-11-20T22:06:43.774515Z;1.187326748;-12.83414848;45.40066846;33.36328125
2021-11-20T21:40:35.612638Z;1.620464566;-12.82350021;45.44279565;36.97265625
2021-11-20T15:37:45.883326Z;2.275002084;-12.76821563;45.55291349;49.60546875
2021-11-20T12:25:28.772908Z;1.713854807;-12.87232757;45.39098221;34.56640625
2021-11-20T02:23:30.123394Z;1.400898168;-12.83524076;45.36663329;34.8671875
2021-11-20T00:56:52.312543Z;1.412719142;-12.68369403;45.00203339;21.41796875
2021-11-19T20:53:57.940449Z;0.9840965326;-12.75993571;45.3941099;30.52734375
2021-11-19T20:04:28.821168Z;1.013140216;-12.82570533;45.35852102;34.05078125
2021-11-19T18:21:17.083592Z;1.769429888;-12.79654158;45.36578776;33.55664062
2021-11-19T17:51:26.694098Z;2.239887534;-12.82119278;45.57568943;47.37109375
2021-11-19T15:57:42.372083Z;1.458501786;-12.82673462;45.39255711;28.3359375
2021-11-19T12:30:31.767274Z;1.899668507;-12.84264332;45.38771073;39.63671875
2021-11-19T11:32:43.039086Z;1.570735302;-12.77751148;45.29123135;40.43164062
2021-11-18T18:50:43.689299Z;1.119296464;-12.78389715;45.24424211;20.88085938
2021-11-18T14:47:41.632402Z;2.103558655;-12.84476385;45.38771284;30.18359375
2021-11-17T21:21:49.577053Z;1.290238371;-12.81088469;45.32933674;37.48828125
2021-11-17T19:40:01.986847Z;1.363101711;-12.7769408;45.34875564;34.99609375
2021-11-17T18:35:15.994762Z;1.330696745;-12.8087297;45.37147097;34.99609375
2021-11-17T14:20:34.482096Z;3.095230877;-12.84757525;45.6454315;35.3828125
2021-11-17T08:20:50.140923Z;1.811564449;-12.84371713;45.37312433;37.6171875
2021-11-17T00:18:06.197584Z;1.180945351;-12.8341929;45.35204541;39.03515625
2021-11-16T22:44:48.927284Z;1.023590971;-12.78650652;45.31797473;38.390625
2021-11-16T21:37:49.769250Z;2.449579251;-12.78935735;45.59183972;44.53515625
2021-11-16T20:52:53.844032Z;1.605433464;-12.81085597;45.36499045;34.91015625
2021-11-16T16:46:00.629762Z;3.926490639;-12.76193474;45.49781238;49.51953125
2021-11-15T21:44:41.495011Z;2.23848657;-12.72882453;45.64519589;42.0859375
2021-11-14T22:55:00.051460Z;1.277559904;-12.83843397;45.35204903;35.59765625
2021-11-14T22:29:41.734807Z;1.324197076;-12.76264507;45.32524891;34.63085938
2021-11-14T20:54:11.222385Z;1.532739642;-12.81932949;45.37472218;39.03515625
2021-11-14T20:41:51.801666Z;1.784899798;-12.82989409;45.41362997;32.07421875
2021-11-14T05:20:41.495382Z;2.033065159;-12.8234565;45.47845107;37.57421875
2021-11-14T02:35:40.190205Z;2.111394949;-12.77217789;45.33821914;36.13476562
2021-11-14T01:54:46.352759Z;1.272220611;-12.81300036;45.33582091;28.29296875
2021-11-13T22:31:30.951093Z;1.981847803;-12.84040804;45.48819868;43.84765625
2021-11-13T22:02:49.922232Z;1.491544686;-12.82996468;45.33583436;33.53515625
2021-11-13T19:34:05.227360Z;2.791264756;-12.82318603;45.64700379;26.05859375
2021-11-13T03:24:41.905506Z;3.168700921;-12.76396941;45.55614725;46.16796875
2021-11-13T00:51:44.296306Z;1.832187059;-12.81792426;45.6259246;37.6171875
2021-11-13T00:33:07.571628Z;1.167135544;-12.81935439;45.34555001;38.69140625
2021-11-12T11:32:36.312099Z;2.652416126;-12.78518512;45.54970019;49.51953125
2021-11-12T10:43:23.324615Z;2.065913951;-12.74491925;45.533433;47.28515625
2021-11-11T22:46:02.080000Z;1.579137309;-12.8003;45.365;31.82
2021-11-11T01:59:24.881572Z;1.508328186;-12.81034656;45.33987036;28.70117188
2021-11-11T01:40:15.539999Z;2.515345143;-12.8285;45.6422;26.02
2021-11-10T16:25:15.581071Z;2.603677159;-12.85185278;45.6259894;40.0234375
2021-11-09T23:58:01.229631Z;1.031223934;-12.79814633;45.3487735;33.96484375
2021-11-09T22:36:50.070060Z;1.769242868;-12.77474234;45.42977374;42.12890625
2021-11-09T22:26:01.013557Z;1.505834505;-12.81295579;45.38768127;32.58984375
2021-11-09T22:20:10.985176Z;2.037918118;-12.79861523;45.41440609;30.11914062
2021-11-09T22:04:23.221530Z;0.8607025465;-12.81511841;45.33906389;28.80859375
2021-11-09T21:16:56.210136Z;1.79033196;-12.85078353;45.63084999;36.28515625
2021-11-09T20:46:08.197906Z;1.31728916;-12.76421481;45.35198559;34.65234375
2021-11-09T17:03:22.934450Z;1.564913206;-12.77907402;45.33255318;34.73828125
2021-11-09T00:58:24.738976Z;1.308541756;-12.81086961;45.34878422;37.66015625
2021-11-09T00:28:19.796348Z;0.8673140871;-12.75782449;45.38438599;34.65234375
2021-11-08T23:28:05.610699Z;1.256588996;-12.86175161;45.36179463;36.37109375
2021-11-08T22:11:22.892624Z;1.484635772;-12.77218037;45.33497838;36.82226562
2021-11-08T22:09:50.470601Z;1.107070639;-12.8490018;45.39095877;38.17578125
2021-11-08T20:41:43.315385Z;1.372597052;-12.76210208;45.34226186;37.57421875
2021-11-08T20:19:23.523549Z;1.14367809;-12.81828207;45.36013516;35.5546875
2021-11-08T19:45:35.862427Z;1.278504193;-12.80609506;45.35283168;33.94335938
2021-11-08T19:08:54.996608Z;1.419141546;-12.78754358;45.34876457;39.37890625
2021-11-05T22:53:16.719999Z;1.096071596;-12.8395;45.3797;31.43
2021-11-05T22:34:29.289999Z;1.745440474;-12.7875;45.3098;43.59
2021-11-05T19:18:56.329999Z;1.871479263;-12.8553;45.4168;35.94
2021-11-05T17:28:52.829999Z;2.272073033;-12.7843;45.3925;30.91
2021-11-05T02:04:45.429487Z;1.9139009;-12.72379038;45.47831739;45.82421875
2021-11-05T00:04:34.706578Z;2.385060956;-12.77031554;45.56587989;47.71484375
2021-11-04T23:21:40.355833Z;1.408384891;-12.78845261;45.48974751;52.9140625
2021-11-04T21:55:51.039999Z;1.581967398;-12.7535;45.4817;44.36
2021-11-04T20:44:33.359573Z;2.249247993;-12.78725328;45.58211311;48.40234375
2021-11-04T19:48:00.069781Z;1.22314406;-12.77908793;45.31310808;41.18359375
2021-11-04T15:07:18.462664Z;1.888400222;-12.74714105;45.45890598;49.94921875
2021-11-04T01:11:05.439482Z;1.245003794;-12.77906136;45.34875742;37.48828125
2021-11-03T22:55:26.554049Z;1.399958499;-12.77747029;45.34956629;38.06835938
2021-11-03T20:57:38.864428Z;1.324673529;-12.89033076;45.41207488;37.9609375
2021-11-03T20:16:52.800541Z;2.215981126;-12.7874763;45.42006556;34.65234375
2021-11-03T18:02:36.746334Z;1.738528436;-12.8765388;45.42016507;35.85546875
2021-11-02T23:12:31.727620Z;0.747588802;-12.82996468;45.33583436;25.62890625
2021-11-02T22:13:36.668923Z;1.71709161;-12.79968887;45.40144282;30.54882812
2021-11-02T22:09:18.674082Z;1.712487383;-12.78749652;45.40061984;28.89453125
2021-11-02T22:07:20.294531Z;1.809884245;-12.79543781;45.41116155;29.25976562
2021-11-02T21:51:26.943678Z;1.313522853;-12.80662587;45.35202184;36.19921875
2021-11-02T21:32:23.694990Z;1.882622851;-12.79332228;45.40629771;33.47070312
2021-11-02T21:23:46.360681Z;2.048928436;-12.79015124;45.39657137;31.23632812
2021-11-02T21:21:54.258422Z;1.77123636;-12.78113159;45.40385409;29.23828125
